GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK,season_id,season_type
Players,201150,Spencer Hawes,Spencer,1610612749,MIL,29.0,11,3,8,0.273,1.7,0.0,0.0,0.0,0.2,0.7,1.1,1.0,2.5,0.2,0.2,0.3,0.1,1.3,267,302,202,387,340,228,242,184,247,213,323,405,128,38,402,200,286,284,2016-17,Regular%20Season
Players,1626169,Stanley Johnson,Stanley,1610612765,DET,21.0,12,4,8,0.333,3.2,0.0,0.0,0.0,0.2,0.8,1.4,0.9,3.0,0.0,0.0,0.5,0.1,1.4,260,280,202,343,154,228,242,184,251,222,381,401,61,200,1,360,294,277,2016-17,Regular%20Season
Players,201939,Stephen Curry,Stephen,1610612744,GSW,29.0,23,15,8,0.652,3.9,0.6,0.5,0.5,1.0,0.9,0.8,0.4,2.2,0.0,0.1,0.3,0.7,5.4,166,98,202,63,46,15,25,9,42,272,239,170,201,200,374,191,34,20,2016-17,Regular%20Season
Players,1627757,Stephen Zimmerman,Stephen,1610612753,ORL,20.0,1,1,0,1.0,2.4,0.0,0.0,0.0,2.0,0.0,6.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,406,361,1,1,247,228,242,184,3,1,432,1,11,200,1,433,327,194,2016-17,Regular%20Season
Players,203500,Steven Adams,Steven,1610612760,OKC,23.0,39,24,15,0.615,3.3,0.1,0.2,0.1,0.5,0.8,0.7,0.7,2.2,0.2,0.1,0.4,0.4,2.4,31,13,323,92,140,168,122,143,135,251,213,319,194,48,318,321,95,159,2016-17,Regular%20Season
Players,204456,T.J. McConnell,T.J.,1610612755,PHI,25.0,38,20,18,0.526,2.7,0.1,0.2,0.1,0.4,1.4,0.8,0.6,2.3,0.0,0.0,0.2,0.2,2.1,35,42,370,170,219,181,100,167,145,400,220,303,172,191,240,115,238,186,2016-17,Regular%20Season
Players,203933,T.J. Warren,T.J.,1610612756,PHX,23.0,31,11,20,0.355,3.5,0.2,0.1,0.1,0.8,1.2,1.3,0.6,3.5,0.0,0.0,0.4,0.2,2.0,96,162,390,336,97,124,166,108,77,362,365,311,28,178,251,303,181,201,2016-17,Regular%20Season
Players,201959,Taj Gibson,Taj,1610612760,OKC,32.0,32,20,12,0.625,2.9,0.1,0.1,0.0,0.3,0.7,1.0,0.6,2.4,0.1,0.1,0.4,0.2,1.9,87,42,264,79,196,191,201,184,185,211,286,276,163,92,338,291,221,211,2016-17,Regular%20Season
Players,204028,Tarik Black,Tarik,1610612747,LAL,25.0,6,3,3,0.5,1.8,0.0,0.0,0.3,0.3,0.7,0.0,0.3,1.0,0.0,0.2,0.3,0.3,2.2,322,302,96,185,332,228,242,31,173,186,1,145,359,200,395,249,118,177,2016-17,Regular%20Season
Players,1627752,Taurean Prince,Taurean,1610612737,ATL,23.0,9,6,3,0.667,1.4,0.3,0.0,0.3,0.2,0.6,0.9,0.2,0.7,0.0,0.0,0.7,0.8,2.3,285,247,96,49,361,52,242,31,225,152,258,103,377,200,1,411,25,166,2016-17,Regular%20Season
Players,203093,Terrence Jones,Terrence,1610612749,MIL,25.0,16,7,9,0.438,3.4,0.3,0.1,0.3,0.6,0.6,0.6,0.5,2.0,0.1,0.1,0.2,0.3,3.0,230,228,215,275,123,79,223,37,102,156,152,224,225,60,367,131,137,101,2016-17,Regular%20Season
Players,203082,Terrence Ross,Terrence,1610612753,ORL,26.0,31,9,22,0.29,2.5,0.1,0.0,0.2,0.1,0.6,0.8,0.6,1.9,0.1,0.0,0.3,0.1,1.8,96,191,409,380,242,187,242,56,270,182,241,292,258,87,251,245,262,231,2016-17,Regular%20Season
Players,1626179,Terry Rozier,Terry,1610612738,BOS,23.0,25,16,9,0.64,1.2,0.0,0.0,0.0,0.0,0.2,0.3,0.1,1.0,0.0,0.0,0.1,0.0,0.6,149,79,215,73,380,228,242,184,308,70,92,85,369,200,1,90,327,369,2016-17,Regular%20Season
Players,200757,Thabo Sefolosha,Thabo,1610612737,ATL,33.0,28,16,12,0.571,2.8,0.1,0.1,0.1,0.1,1.1,1.0,0.5,1.7,0.0,0.0,0.2,0.1,1.9,127,79,264,132,206,204,156,147,298,337,286,224,280,200,1,149,277,218,2016-17,Regular%20Season
Players,201152,Thaddeus Young,Thaddeus,1610612754,IND,29.0,32,20,12,0.625,3.3,0.1,0.0,0.0,0.3,0.8,1.0,0.4,2.5,0.1,0.0,0.3,0.2,2.0,87,42,264,79,131,191,242,184,212,222,282,187,133,120,247,269,191,199,2016-17,Regular%20Season
Players,203080,Thomas Robinson,Thomas,1610612747,LAL,26.0,6,3,3,0.5,0.9,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.7,0.0,0.0,0.0,0.0,0.7,322,302,96,185,394,228,242,184,308,82,100,1,377,200,1,1,327,359,2016-17,Regular%20Season
Players,1627748,Thon Maker,Thon,1610612749,MIL,20.0,3,1,2,0.333,3.0,1.0,0.7,0.7,1.3,0.3,1.3,1.0,2.0,0.0,0.0,0.0,0.0,3.1,357,361,67,343,182,5,9,5,20,82,366,405,225,200,1,1,327,88,2016-17,Regular%20Season
Players,201168,Tiago Splitter,Tiago,1610612755,PHI,32.0,1,0,1,0.0,3.3,2.0,2.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,406,407,25,407,136,1,1,184,1,1,427,1,402,200,1,1,327,24,2016-17,Regular%20Season
Players,204025,Tim Frazier,Tim,1610612740,NOP,26.0,15,4,11,0.267,3.7,0.3,0.1,0.0,0.4,0.5,0.9,0.8,2.8,0.0,0.1,0.4,0.5,3.7,235,280,254,388,76,52,163,184,148,145,249,367,96,200,303,306,53,62,2016-17,Regular%20Season
Players,203501,Tim Hardaway Jr.,Tim,1610612737,ATL,25.0,35,21,14,0.6,3.5,0.3,0.3,0.5,0.5,1.0,0.9,0.4,2.3,0.0,0.1,0.2,0.6,3.1,61,30,305,99,102,78,90,10,137,297,273,160,181,187,292,160,41,93,2016-17,Regular%20Season
Players,1627817,Tim Quarterman,Tim,1610612757,POR,22.0,1,0,1,0.0,4.5,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.9,406,407,25,407,16,228,242,184,308,433,1,1,225,200,1,422,9,111,2016-17,Regular%20Season
Players,202389,Timofey Mozgov,Timofey,1610612747,LAL,30.0,9,3,6,0.333,1.4,0.0,0.0,0.2,0.2,0.7,0.6,0.6,0.9,0.0,0.0,0.1,0.1,0.3,285,302,163,343,359,228,242,57,225,186,149,260,371,200,1,86,272,387,2016-17,Regular%20Season
Players,1627789,Timothe Luwawu-Cabarrot,Timothe,1610612755,PHI,22.0,11,5,6,0.455,1.6,0.0,0.0,0.2,0.4,1.1,0.6,0.8,1.8,0.0,0.0,0.4,0.1,1.3,267,265,163,260,346,228,242,79,169,340,174,373,268,200,1,282,286,286,2016-17,Regular%20Season
Players,202699,Tobias Harris,Tobias,1610612765,DET,24.0,34,13,21,0.382,3.2,0.1,0.1,0.1,0.3,0.9,1.3,0.5,3.0,0.1,0.0,0.4,0.3,2.5,68,133,400,314,147,196,173,115,190,278,357,224,61,66,245,277,143,148,2016-17,Regular%20Season
Players,203107,Tomas Satoransky,Tomas,1610612764,WAS,25.0,8,2,6,0.25,1.3,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.5,0.0,0.0,0.4,0.0,0.0,298,333,163,391,373,228,242,184,308,1,130,86,389,200,1,291,327,396,2016-17,Regular%20Season
Players,201962,Toney Douglas,Toney,1610612763,MEM,31.0,5,2,3,0.4,2.3,0.0,0.0,0.0,0.0,0.6,0.0,0.4,1.6,0.0,0.2,0.4,0.6,2.7,333,333,96,300,272,228,242,184,308,168,1,174,296,200,408,306,43,129,2016-17,Regular%20Season
Players,2754,Tony Allen,Tony,1610612763,MEM,35.0,33,17,16,0.515,3.3,0.2,0.2,0.2,0.5,0.6,0.6,0.6,1.5,0.0,0.1,0.4,0.3,2.6,77,69,340,181,135,147,115,93,116,178,159,265,309,184,297,282,139,135,2016-17,Regular%20Season
Players,2225,Tony Parker,Tony,1610612759,SAS,35.0,20,13,7,0.65,2.6,0.3,0.0,0.2,0.1,1.0,0.7,0.7,1.8,0.0,0.1,0.2,0.5,2.0,190,133,185,66,225,79,242,66,285,281,180,314,273,200,281,136,85,192,2016-17,Regular%20Season
Players,203503,Tony Snell,Tony,1610612749,MIL,25.0,37,20,17,0.541,3.4,0.0,0.1,0.0,0.1,1.3,1.0,0.9,2.8,0.0,0.0,0.2,0.1,1.1,45,42,356,158,111,228,210,184,305,381,286,393,102,188,1,168,300,308,2016-17,Regular%20Season
Players,1626203,Treveon Graham,Treveon,1610612766,CHA,23.0,1,0,1,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,406,407,25,407,294,228,242,184,308,1,1,1,402,200,1,422,327,396,2016-17,Regular%20Season
Players,2772,Trevor Ariza,Trevor,1610612745,HOU,32.0,39,21,18,0.538,3.4,0.1,0.1,0.1,0.1,1.3,1.4,0.8,3.0,0.1,0.1,0.2,0.1,2.1,31,30,370,160,104,168,216,123,284,390,371,383,72,79,318,113,264,183,2016-17,Regular%20Season
Players,202344,Trevor Booker,Trevor,1610612751,BKN,29.0,31,10,21,0.323,3.0,0.0,0.1,0.2,0.8,1.0,1.6,0.4,2.3,0.2,0.0,0.3,0.2,3.3,96,175,400,373,183,228,166,89,77,291,407,196,171,47,251,187,216,82,2016-17,Regular%20Season
Players,203504,Trey Burke,Trey,1610612764,WAS,24.0,1,1,0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406,361,1,1,426,228,242,184,308,1,1,1,402,200,1,1,327,396,2016-17,Regular%20Season
Players,1626168,Trey Lyles,Trey,1610612762,UTA,21.0,11,6,5,0.545,2.1,0.2,0.0,0.0,0.2,0.5,1.0,0.6,1.8,0.1,0.0,0.1,0.1,1.2,267,247,136,154,293,128,242,184,247,150,286,308,268,95,1,76,286,299,2016-17,Regular%20Season
Players,202684,Tristan Thompson,Tristan,1610612739,CLE,26.0,24,17,7,0.708,3.5,0.0,0.1,0.0,0.4,1.0,1.0,0.7,3.1,0.0,0.1,0.5,0.2,1.9,156,69,185,39,95,228,206,184,147,288,281,319,54,155,367,344,200,209,2016-17,Regular%20Season
Players,203584,Troy Daniels,Troy,1610612763,MEM,25.0,22,8,14,0.364,3.2,0.2,0.5,0.1,0.2,0.5,0.2,0.4,1.5,0.0,0.0,0.2,0.1,1.7,171,211,305,327,145,99,32,102,247,150,88,190,321,200,1,129,255,242,2016-17,Regular%20Season
Players,1627786,Troy Williams,Troy,1610612745,HOU,22.0,5,4,1,0.8,2.2,0.0,0.0,0.0,0.0,0.4,0.2,0.0,2.0,0.0,0.0,0.6,0.2,0.1,333,280,25,29,276,228,242,184,308,89,83,1,225,200,1,403,203,392,2016-17,Regular%20Season
Players,201951,Ty Lawson,Ty,1610612758,SAC,29.0,30,14,16,0.467,3.1,0.0,0.0,0.1,0.1,1.3,1.0,0.6,2.4,0.0,0.1,0.3,0.3,2.0,108,117,340,253,157,228,242,151,264,380,311,306,155,172,342,223,140,198,2016-17,Regular%20Season
Players,203898,Tyler Ennis,Tyler,1610612747,LAL,22.0,6,5,1,0.833,1.8,0.0,0.0,0.0,0.3,0.5,0.3,0.7,1.7,0.0,0.0,0.2,0.3,1.3,322,265,25,27,328,228,242,184,173,123,100,319,286,200,1,117,118,285,2016-17,Regular%20Season
Players,204020,Tyler Johnson,Tyler,1610612748,MIA,25.0,38,17,21,0.447,3.4,0.1,0.0,0.4,0.6,1.3,0.9,0.6,2.5,0.1,0.1,0.5,0.3,2.9,35,69,400,267,113,165,241,29,113,385,264,287,131,77,347,382,117,110,2016-17,Regular%20Season
Players,1627755,Tyler Ulis,Tyler,1610612756,PHX,21.0,13,3,10,0.231,2.2,0.2,0.0,0.2,0.0,0.8,0.9,0.0,2.9,0.0,0.0,0.2,0.2,1.1,255,302,237,397,282,96,242,92,308,231,276,1,78,200,1,161,240,306,2016-17,Regular%20Season
Players,203092,Tyler Zeller,Tyler,1610612738,BOS,27.0,5,2,3,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333,333,96,300,422,228,242,184,308,1,1,1,402,200,1,1,327,396,2016-17,Regular%20Season
Players,201936,Tyreke Evans,Tyreke,1610612758,SAC,27.0,9,4,5,0.444,2.8,0.4,0.4,0.0,0.4,1.2,0.0,0.4,1.1,0.0,0.0,0.3,0.3,2.6,285,280,136,269,202,30,34,184,139,374,1,203,352,200,1,249,118,136,2016-17,Regular%20Season
Players,2199,Tyson Chandler,Tyson,1610612756,PHX,34.0,28,12,16,0.429,3.9,0.1,0.5,0.0,0.4,1.2,1.5,1.2,3.0,0.0,0.0,0.6,0.1,2.6,127,150,340,281,50,204,23,184,142,370,388,422,61,167,1,407,245,140,2016-17,Regular%20Season
Players,1626145,Tyus Jones,Tyus,1610612750,MIN,21.0,15,6,9,0.4,2.4,0.0,0.0,0.0,0.0,0.4,0.7,0.4,2.7,0.1,0.0,0.0,0.1,1.6,235,247,215,300,259,228,242,184,308,89,184,174,110,116,1,1,256,250,2016-17,Regular%20Season
Players,2617,Udonis Haslem,Udonis,1610612748,MIA,37.0,2,1,1,0.5,1.7,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,378,361,25,185,345,228,242,184,308,425,1,1,225,200,1,422,327,396,2016-17,Regular%20Season
Players,203506,Victor Oladipo,Victor,1610612760,OKC,25.0,34,22,12,0.647,3.7,0.5,0.1,0.5,0.2,1.0,0.9,0.6,2.6,0.1,0.1,0.3,0.3,2.7,68,22,264,69,78,27,155,11,223,293,272,294,119,126,293,218,143,123,2016-17,Regular%20Season
Players,1713,Vince Carter,Vince,1610612763,MEM,40.0,34,16,18,0.471,2.8,0.0,0.0,0.1,0.1,0.7,0.6,0.5,1.6,0.1,0.0,0.3,0.1,1.7,68,79,370,245,203,228,242,161,275,220,179,244,291,99,245,218,269,243,2016-17,Regular%20Season
Players,1627735,Wade Baldwin IV,Wade,1610612763,MEM,21.0,5,3,2,0.6,2.8,0.4,0.2,0.4,0.4,0.4,0.0,0.4,0.8,0.0,0.0,0.6,0.4,2.2,333,302,67,99,197,35,123,22,148,89,1,174,374,200,1,403,97,176,2016-17,Regular%20Season
Players,201961,Wayne Ellington,Wayne,1610612748,MIA,29.0,17,8,9,0.471,2.3,0.2,0.1,0.1,0.1,0.6,0.4,0.7,1.9,0.0,0.0,0.1,0.1,1.0,222,211,215,245,274,134,225,115,275,164,107,347,262,200,1,69,269,319,2016-17,Regular%20Season
Players,1627782,Wayne Selden,Wayne,1610612763,MEM,22.0,2,0,2,0.0,5.0,0.0,0.0,0.5,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.5,0.5,378,407,67,407,6,228,242,11,308,418,1,405,225,200,1,1,60,373,2016-17,Regular%20Season
Players,202325,Wesley Johnson,Wesley,1610612746,LAC,29.0,10,6,4,0.6,0.3,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,277,247,116,99,413,228,242,184,308,70,73,1,402,200,1,79,327,430,2016-17,Regular%20Season
Players,202083,Wesley Matthews,Wesley,1610612742,DAL,30.0,35,15,20,0.429,3.9,0.3,0.2,0.1,0.3,1.0,0.9,0.6,3.0,0.0,0.0,0.5,0.5,2.2,61,98,390,281,47,69,123,96,191,297,273,278,73,200,1,359,73,181,2016-17,Regular%20Season
Players,203115,Will Barton,Will,1610612743,DEN,26.0,20,7,13,0.35,2.4,0.2,0.3,0.0,0.6,0.7,0.7,0.6,1.8,0.0,0.2,0.1,0.4,2.6,190,228,286,339,254,149,91,184,105,201,180,259,273,200,387,79,97,144,2016-17,Regular%20Season
Players,1626161,Willie Cauley-Stein,Willie,1610612758,SAC,23.0,17,8,9,0.471,3.1,0.2,0.5,0.2,1.5,1.0,0.9,0.2,2.5,0.1,0.0,0.2,0.4,3.6,222,211,215,245,164,134,30,51,15,297,257,107,144,66,1,125,94,66,2016-17,Regular%20Season
Players,203186,Willie Reed,Willie,1610612748,MIA,27.0,3,2,1,0.667,2.9,0.0,0.0,0.0,0.7,1.0,1.0,0.0,0.7,0.0,0.0,0.7,0.3,1.1,357,333,25,49,186,228,242,184,87,297,286,1,377,200,1,411,118,314,2016-17,Regular%20Season
Players,1626195,Willy Hernangomez,Willy,1610612752,NYK,23.0,14,7,7,0.5,2.6,0.0,0.3,0.0,1.3,0.8,1.6,0.3,2.1,0.1,0.1,0.4,0.3,2.8,248,228,185,185,228,228,74,184,24,234,406,125,207,109,311,329,146,116,2016-17,Regular%20Season
Players,201163,Wilson Chandler,Wilson,1610612743,DEN,30.0,31,13,18,0.419,3.0,0.1,0.2,0.1,0.6,1.0,0.6,0.8,2.3,0.1,0.1,0.5,0.4,2.8,96,133,370,295,171,187,108,108,112,329,163,370,186,87,302,357,93,117,2016-17,Regular%20Season
Players,1627812,Yogi Ferrell,Yogi,1610612742,DAL,24.0,16,8,8,0.5,1.9,0.4,0.0,0.1,0.1,0.7,0.5,0.6,1.6,0.0,0.0,0.3,0.5,1.6,230,211,202,185,316,42,242,111,271,200,130,299,294,200,1,234,60,261,2016-17,Regular%20Season
Players,203897,Zach LaVine,Zach,1610612750,MIN,22.0,24,8,16,0.333,4.0,0.3,0.1,0.3,0.3,1.5,0.8,0.7,3.4,0.0,0.0,0.4,0.2,2.3,156,211,340,343,35,66,168,31,173,407,214,319,31,155,1,291,200,164,2016-17,Regular%20Season
Players,2216,Zach Randolph,Zach,1610612763,MEM,35.0,33,16,17,0.485,2.9,0.1,0.4,0.0,1.2,1.0,0.6,0.6,1.5,0.0,0.1,0.3,0.3,3.0,77,79,356,236,190,215,37,184,34,292,159,290,309,184,365,228,118,104,2016-17,Regular%20Season
Players,2585,Zaza Pachulia,Zaza,1610612744,GSW,33.0,9,5,4,0.556,2.0,0.1,0.0,0.0,0.0,0.9,0.7,0.3,1.6,0.0,0.1,0.4,0.2,1.1,285,265,116,145,314,178,242,184,308,265,184,145,303,200,352,340,182,314,2016-17,Regular%20Season
Players,203932,Aaron Gordon,Aaron,1610612753,ORL,22.0,27,9,18,0.333,2.9,0.0,0.3,0.1,0.4,1.0,0.7,0.7,2.4,0.0,0.1,0.3,0.4,2.8,122,182,386,342,174,233,67,88,163,306,223,360,161,198,365,198,103,120,2017-18,Regular%20Season
Players,1626151,Aaron Harrison,Aaron,1610612742,DAL,23.0,5,2,3,0.4,3.0,0.6,0.4,0.6,0.4,0.8,0.4,0.0,3.6,0.2,0.0,0.4,0.6,2.1,335,329,114,299,159,14,32,9,146,247,139,1,32,33,1,307,54,195,2017-18,Regular%20Season
Players,1627846,Abdel Nader,Abdel,1610612738,BOS,24.0,2,0,2,0.0,3.9,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.5,0.0,1.6,380,404,75,404,53,4,236,179,39,310,1,430,84,228,1,374,332,249,2017-18,Regular%20Season
Players,201143,Al Horford,Al,1610612738,BOS,32.0,37,24,13,0.649,3.7,0.1,0.0,0.0,0.3,1.7,1.3,0.8,3.4,0.1,0.1,0.4,0.1,3.2,44,12,305,75,73,162,236,176,183,443,403,403,41,88,311,278,264,88,2017-18,Regular%20Season
Players,2744,Al Jefferson,Al,1610612754,IND,33.0,2,1,1,0.5,0.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,380,354,27,198,402,233,236,179,300,310,1,1,215,228,1,1,332,403,2017-18,Regular%20Season
Players,202329,Al-Farouq Aminu,Al-Farouq,1610612757,POR,27.0,31,17,14,0.548,3.8,0.1,0.1,0.1,0.1,0.9,1.2,0.6,3.2,0.1,0.0,0.3,0.1,2.4,87,70,319,163,56,164,219,154,263,280,388,330,72,104,262,222,271,156,2017-18,Regular%20Season
Players,202692,Alec Burks,Alec,1610612762,UTA,26.0,5,1,4,0.2,3.2,0.6,0.0,0.0,0.8,1.4,1.8,0.4,3.2,0.0,0.2,0.4,0.6,2.2,335,354,141,388,142,14,236,179,62,413,436,226,62,228,417,307,54,184,2017-18,Regular%20Season
Players,203518,Alex Abrines,Alex,1610612760,OKC,24.0,24,10,14,0.417,0.9,0.0,0.1,0.1,0.1,0.1,0.2,0.1,0.9,0.0,0.0,0.3,0.1,0.7,151,167,319,294,394,233,201,103,291,82,92,124,369,228,1,179,306,361,2017-18,Regular%20Season
Players,1627936,Alex Caruso,Alex,1610612747,LAL,24.0,6,3,3,0.5,2.3,0.0,0.0,0.0,0.0,1.5,0.7,1.0,3.0,0.2,0.3,0.2,0.0,0.5,317,305,114,198,260,233,236,179,300,429,205,430,84,44,441,117,332,380,2017-18,Regular%20Season
Players,203458,Alex Len,Alex,1610612756,PHX,25.0,16,9,7,0.563,1.7,0.0,0.0,0.0,0.1,0.7,1.0,0.5,2.0,0.3,0.1,0.2,0.1,2.0,233,182,197,146,331,233,236,179,264,215,312,288,215,20,320,135,273,205,2017-18,Regular%20Season
Players,1627816,Alex Poythress,Alex,1610612754,IND,24.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,407,404,27,404,442,233,236,179,300,1,439,1,215,228,1,1,332,403,2017-18,Regular%20Season
Players,203459,Allen Crabbe,Allen,1610612751,BKN,26.0,47,17,30,0.362,3.7,0.0,0.3,0.1,0.2,1.3,1.1,0.4,3.3,0.1,0.1,0.3,0.2,2.5,3,70,448,334,80,229,80,141,247,394,348,211,54,70,382,251,220,144,2017-18,Regular%20Season
Players,101161,Amir Johnson,Amir,1610612755,PHI,31.0,4,4,0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,348,288,1,1,424,233,236,179,300,1,1,1,404,228,431,1,332,403,2017-18,Regular%20Season
Players,203083,Andre Drummond,Andre,1610612765,DET,24.0,38,18,20,0.474,3.4,0.2,0.6,0.2,1.3,1.1,1.3,0.3,2.6,0.3,0.0,0.4,0.3,4.2,40,60,415,253,109,121,7,81,17,347,400,204,143,21,251,306,175,43,2017-18,Regular%20Season
Players,2738,Andre Iguodala,Andre,1610612744,GSW,34.0,19,12,7,0.632,3.4,0.2,0.0,0.2,0.6,1.3,0.8,0.5,2.5,0.0,0.1,0.3,0.1,1.9,206,133,197,87,113,98,236,57,98,397,273,280,153,228,308,246,324,215,2017-18,Regular%20Season
Players,201281,Andre Ingram,Andre,1610612747,LAL,32.0,1,0,1,0.0,1.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407,404,27,404,376,233,236,179,300,310,1,1,404,228,1,1,332,403,2017-18,Regular%20Season
Players,203460,Andre Roberson,Andre,1610612760,OKC,26.0,19,10,9,0.526,3.8,0.2,0.4,0.1,0.3,0.6,0.7,0.3,3.4,0.2,0.1,0.4,0.2,3.1,206,167,236,181,55,146,35,118,186,182,219,169,44,31,308,330,244,93,2017-18,Regular%20Season
Players,101106,Andrew Bogut,Andrew,1610612747,LAL,33.0,5,2,3,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.2,0.2,335,329,114,299,427,233,236,179,300,1,1,1,398,228,1,418,204,397,2017-18,Regular%20Season
Players,1626150,Andrew Harrison,Andrew,1610612763,MEM,23.0,17,6,11,0.353,2.6,0.0,0.0,0.0,0.1,0.9,0.8,0.4,1.4,0.2,0.1,0.4,0.4,1.6,224,250,270,338,214,233,236,179,269,275,237,240,325,39,317,279,120,257,2017-18,Regular%20Season
Players,203952,Andrew Wiggins,Andrew,1610612750,MIN,23.0,41,21,20,0.512,4.2,0.0,0.2,0.2,0.7,1.3,1.1,0.6,2.9,0.1,0.0,0.3,0.3,2.9,17,33,415,195,31,224,113,53,86,389,359,331,107,103,248,273,126,111,2017-18,Regular%20Season
Players,1627790,Ante Zizic,Ante,1610612739,CLE,21.0,2,2,0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,380,329,1,1,415,233,236,179,300,1,1,1,404,228,1,1,332,368,2017-18,Regular%20Season
Players,203076,Anthony Davis,Anthony,1610612740,NOP,25.0,41,27,14,0.659,4.6,0.4,0.5,0.1,1.6,1.0,1.3,0.4,2.9,0.3,0.0,0.2,0.9,6.8,17,4,319,71,17,35,20,90,8,341,409,254,98,19,248,161,16,6,2017-18,Regular%20Season
Players,201229,Anthony Tolliver,Anthony,1610612765,DET,33.0,28,14,14,0.5,1.7,0.0,0.1,0.1,0.1,0.4,0.5,0.2,1.6,0.0,0.1,0.4,0.1,0.9,113,108,319,198,335,233,181,149,293,131,151,137,304,200,330,302,254,343,2017-18,Regular%20Season
Players,1628469,Antonio Blakeney,Antonio,1610612741,CHI,21.0,2,1,1,0.5,4.7,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,0.5,0.5,3.3,380,354,27,198,9,233,236,179,300,310,439,444,12,228,1,374,71,85,2017-18,Regular%20Season
Players,1628499,Antonius Cleveland,Antonius,1610612737,ATL,24.0,2,0,2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,380,404,75,404,437,233,236,179,300,1,1,1,404,228,1,374,332,403,2017-18,Regular%20Season
Players,203382,Aron Baynes,Aron,1610612738,BOS,31.0,14,8,6,0.571,1.3,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.7,0.0,0.0,0.1,0.1,0.2,245,216,183,134,367,233,236,179,300,87,86,208,380,228,1,101,254,400,2017-18,Regular%20Season
Players,201167,Arron Afflalo,Arron,1610612753,ORL,32.0,8,4,4,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.3,0.0,-0.1,294,288,141,198,421,233,236,179,300,1,1,1,379,228,1,179,332,446,2017-18,Regular%20Season
Players,203085,Austin Rivers,Austin,1610612746,LAC,25.0,31,14,17,0.452,2.8,0.1,0.2,0.0,0.4,0.7,0.8,0.5,2.6,0.1,0.0,0.3,0.2,2.2,87,108,373,267,193,219,115,179,159,214,242,316,137,148,262,222,243,172,2017-18,Regular%20Season
Players,202340,Avery Bradley,Avery,1610612746,LAC,27.0,25,10,15,0.4,3.4,0.1,0.2,0.1,0.4,0.9,1.2,0.4,3.0,0.0,0.1,0.4,0.1,2.2,143,167,345,299,115,172,136,143,146,289,390,256,81,190,376,307,279,181,2017-18,Regular%20Season
Players,1628389,Bam Adebayo,Bam,1610612748,MIA,20.0,27,13,14,0.481,2.1,0.1,0.1,0.0,0.2,0.8,1.0,0.0,2.4,0.1,0.0,0.3,0.1,1.8,122,122,319,244,294,211,174,179,224,234,306,113,161,128,274,256,251,222,2017-18,Regular%20Season
