GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK,season_id,season_type
Players,947,Allen Iverson,Allen,1610612743,DEN,32.0,34,18,16,0.529,3.9,0.5,0.3,0.3,0.8,1.1,1.3,0.4,3.4,0.0,0.1,0.1,0.8,3.9,74,63,300,147,84,20,94,34,50,275,342,176,42,188,352,75,33,62,2006-07,Regular%20Season
Players,297,Alonzo Mourning,Alonzo,1610612748,MIA,37.0,21,13,8,0.619,3.1,0.1,0.3,0.0,0.5,0.9,1.0,0.4,2.4,0.5,0.0,0.7,0.3,3.2,198,145,174,67,186,212,83,175,130,196,244,192,163,5,243,369,194,101,2006-07,Regular%20Season
Players,2405,Amar'e Stoudemire,Amar'e,1610612756,PHX,24.0,39,26,13,0.667,3.4,0.4,0.3,0.1,1.5,0.9,1.2,0.6,2.4,0.2,0.1,0.6,0.6,3.8,30,7,247,44,148,48,98,122,9,234,305,283,159,54,289,348,53,68,2006-07,Regular%20Season
Players,101161,Amir Johnson,Amir,1610612765,DET,20.0,2,1,1,0.5,5.2,0.0,1.0,0.0,1.0,3.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,4.7,368,347,17,170,7,245,3,175,26,412,254,383,3,1,1,1,325,25,2006-07,Regular%20Season
Players,2760,Anderson Varejao,Anderson,1610612739,CLE,24.0,38,21,17,0.553,3.6,0.2,0.2,0.0,0.6,0.9,0.9,0.4,1.8,0.1,0.1,0.7,0.5,3.2,35,33,321,123,126,106,135,175,86,233,240,213,265,146,252,381,78,100,2006-07,Regular%20Season
Players,101154,Andray Blatche,Andray,1610612764,WAS,20.0,7,2,5,0.286,2.0,0.0,0.0,0.0,0.3,0.4,0.6,0.0,0.9,0.1,0.0,0.0,0.4,1.1,306,317,122,346,298,245,258,175,196,96,120,1,353,64,1,1,110,311,2006-07,Regular%20Season
Players,2810,Andre Brown,Andre,1610612760,SEA,26.0,4,3,1,0.75,4.0,0.8,0.5,0.0,1.0,0.8,1.5,1.0,2.5,0.3,0.0,0.3,0.5,2.6,337,296,17,31,76,6,23,175,26,163,367,383,138,26,1,106,83,154,2006-07,Regular%20Season
Players,2738,Andre Iguodala,Andre,1610612755,PHI,23.0,34,17,17,0.5,5.0,0.3,0.4,0.5,1.0,1.6,2.3,0.6,3.5,0.1,0.1,0.6,0.9,5.4,74,77,321,170,8,61,45,8,26,399,406,281,34,60,301,333,14,14,2006-07,Regular%20Season
Players,1889,Andre Miller,Andre,1610612755,PHI,31.0,37,23,14,0.622,4.5,0.2,0.1,0.2,0.7,1.2,1.7,0.7,2.9,0.0,0.2,0.4,0.7,4.5,51,23,265,65,30,100,221,43,68,323,392,334,78,197,376,245,38,34,2006-07,Regular%20Season
Players,200745,Andrea Bargnani,Andrea,1610612761,TOR,21.0,22,13,9,0.591,2.5,0.1,0.3,0.0,0.0,0.5,1.1,0.4,2.4,0.0,0.0,0.1,0.3,1.2,186,145,190,88,250,190,70,175,299,104,293,187,165,210,241,68,203,286,2006-07,Regular%20Season
Players,1905,Andrei Kirilenko,Andrei,1610612762,UTA,26.0,32,18,14,0.563,3.8,0.0,0.1,0.2,0.4,1.2,1.2,0.6,2.5,0.2,0.0,0.4,0.4,2.6,105,63,265,116,96,245,244,68,145,299,319,288,138,46,223,252,139,153,2006-07,Regular%20Season
Players,2804,Andres Nocioni,Andres,1610612741,CHI,27.0,20,10,10,0.5,3.0,0.2,0.3,0.0,0.5,1.1,1.1,0.4,2.9,0.1,0.1,0.7,0.5,2.8,208,193,202,170,193,131,99,175,111,270,284,157,84,151,247,366,83,134,2006-07,Regular%20Season
Players,101106,Andrew Bogut,Andrew,1610612749,MIL,22.0,34,14,20,0.412,3.6,0.0,0.1,0.1,0.4,1.0,0.9,0.4,2.3,0.0,0.0,0.4,0.4,1.7,74,125,370,273,122,245,177,89,171,243,208,205,175,188,218,228,135,230,2006-07,Regular%20Season
Players,101115,Andrew Bynum,Andrew,1610612747,LAL,19.0,33,16,17,0.485,2.3,0.0,0.0,0.0,0.1,1.0,1.0,0.8,2.1,0.2,0.1,0.4,0.2,1.4,94,92,321,216,272,242,258,175,274,267,254,368,218,47,269,193,217,266,2006-07,Regular%20Season
Players,2740,Andris Biedrins,Andris,1610612744,GSW,21.0,34,16,18,0.471,3.2,0.2,0.3,0.1,0.8,1.3,1.0,0.5,2.2,0.1,0.1,0.4,0.3,2.8,74,92,338,231,173,155,79,156,50,337,254,255,189,60,260,228,205,136,2006-07,Regular%20Season
Players,1712,Antawn Jamison,Antawn,1610612764,WAS,31.0,41,17,24,0.415,4.3,0.3,0.4,0.2,0.6,1.3,1.5,0.8,3.7,0.0,0.1,0.6,0.7,3.9,18,77,402,272,37,63,44,64,97,345,375,357,29,210,319,347,49,64,2006-07,Regular%20Season
Players,1533,Anthony Johnson,Anthony,1610612737,ATL,32.0,14,7,7,0.5,2.7,0.1,0.1,0.0,0.1,0.6,1.3,0.4,3.0,0.0,0.1,0.2,0.3,2.8,246,228,159,170,229,179,180,175,262,120,332,192,62,210,279,95,194,130,2006-07,Regular%20Season
Players,1515,Anthony Parker,Anthony,1610612761,TOR,32.0,35,21,14,0.6,3.6,0.2,0.1,0.1,0.1,0.9,1.0,0.5,2.9,0.0,0.1,0.3,0.4,2.2,67,33,265,78,124,116,233,158,279,196,250,218,81,210,258,117,119,176,2006-07,Regular%20Season
Players,101194,Anthony Roberson,Anthony,1610612744,GSW,24.0,4,0,4,0.0,2.5,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4,337,381,103,381,258,245,6,175,299,1,1,1,336,210,1,399,325,276,2006-07,Regular%20Season
Players,952,Antoine Walker,Antoine,1610612748,MIA,30.0,23,12,11,0.522,2.6,0.3,0.1,0.0,0.2,0.8,0.4,0.4,1.2,0.0,0.0,0.4,0.2,1.5,179,165,213,158,236,67,198,175,255,188,99,200,320,159,1,250,229,255,2006-07,Regular%20Season
Players,101120,Antoine Wright,Antoine,1610612751,NJN,23.0,30,15,15,0.5,1.9,0.0,0.0,0.0,0.0,1.1,0.7,0.6,1.6,0.0,0.0,0.2,0.1,0.9,122,106,286,170,314,245,258,175,299,283,147,275,288,174,227,77,303,327,2006-07,Regular%20Season
Players,1498,Antonio Daniels,Antonio,1610612764,WAS,32.0,36,17,19,0.472,3.0,0.2,0.0,0.3,0.2,1.0,0.9,0.4,2.2,0.0,0.1,0.4,0.3,1.4,58,77,353,229,201,162,258,31,232,243,211,207,194,210,256,192,161,275,2006-07,Regular%20Season
Players,686,Antonio McDyess,Antonio,1610612765,DET,32.0,25,14,11,0.56,3.4,0.4,0.6,0.0,0.7,0.6,0.8,0.4,2.2,0.3,0.0,0.5,0.3,4.2,169,125,213,118,151,36,19,175,67,128,187,161,188,22,1,310,173,39,2006-07,Regular%20Season
Players,1506,Austin Croshere,Austin,1610612742,DAL,32.0,4,2,2,0.5,1.1,0.0,0.0,0.0,0.0,0.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,337,317,50,170,358,245,258,175,299,163,254,1,336,210,1,1,325,363,2006-07,Regular%20Season
Players,1884,Baron Davis,Baron,1610612744,GSW,28.0,29,15,14,0.517,2.9,0.4,0.1,0.2,0.4,1.2,1.0,0.4,2.0,0.0,0.0,0.3,0.4,3.3,134,106,265,162,212,43,240,74,153,305,254,215,221,171,1,156,103,90,2006-07,Regular%20Season
Players,2732,Ben Gordon,Ben,1610612741,CHI,24.0,41,22,19,0.537,3.1,0.4,0.2,0.2,0.7,0.8,1.0,0.5,2.2,0.0,0.2,0.3,0.7,3.5,18,27,353,142,190,47,149,48,74,183,243,220,186,205,388,126,36,86,2006-07,Regular%20Season
Players,1112,Ben Wallace,Ben,1610612741,CHI,32.0,35,20,15,0.571,3.4,0.1,0.1,0.1,0.3,0.9,1.4,0.5,2.9,0.3,0.0,0.3,0.3,3.2,67,43,286,100,153,235,214,158,175,232,358,262,81,13,1,117,178,98,2006-07,Regular%20Season
Players,2757,Beno Udrih,Beno,1610612759,SAS,24.0,6,1,5,0.167,1.5,0.5,0.0,0.0,0.0,0.7,0.3,0.0,2.3,0.0,0.0,0.0,0.0,0.9,318,347,122,370,336,20,258,175,299,137,75,1,167,210,1,1,325,325,2006-07,Regular%20Season
Players,2774,Bernard Robinson,Bernard,1610612751,NJN,26.0,8,5,3,0.625,2.2,0.8,0.3,0.0,1.0,0.9,0.6,0.5,1.3,0.0,0.4,0.4,0.0,2.7,296,262,79,61,288,6,99,175,26,204,140,232,317,210,410,205,325,139,2006-07,Regular%20Season
Players,448,Bo Outlaw,Bo,1610612753,ORL,36.0,4,2,2,0.5,1.9,0.5,0.0,0.0,0.5,0.8,0.8,0.5,2.0,0.0,0.3,0.8,0.0,1.6,337,317,50,170,303,20,258,175,111,163,166,232,221,210,400,386,325,245,2006-07,Regular%20Season
Players,1517,Bobby Jackson,Bobby,1610612740,NOK,34.0,24,18,6,0.75,3.0,0.2,0.1,0.0,0.5,0.8,0.5,0.3,1.7,0.0,0.0,0.3,0.3,2.7,173,63,143,31,200,130,203,175,111,178,113,118,280,162,237,143,161,140,2006-07,Regular%20Season
Players,200784,Bobby Jones,Bobby,1610612755,PHI,23.0,3,2,1,0.667,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.3,0.7,0.7,356,317,17,44,341,245,258,175,299,1,1,1,306,210,1,172,45,345,2006-07,Regular%20Season
Players,1719,Bonzi Wells,Bonzi,1610612745,HOU,30.0,10,3,7,0.3,2.8,0.3,0.3,0.0,0.2,1.1,1.4,0.5,2.0,0.0,0.1,0.4,0.3,1.4,276,296,159,342,214,69,74,175,241,283,353,232,221,210,322,220,185,267,2006-07,Regular%20Season
Players,2564,Boris Diaw,Boris,1610612756,PHX,25.0,29,18,11,0.621,3.0,0.2,0.1,0.1,0.6,0.8,0.9,0.5,2.4,0.0,0.0,0.2,0.3,2.8,134,63,213,66,195,159,191,96,105,170,221,227,158,171,1,93,156,132,2006-07,Regular%20Season
Players,2411,Bostjan Nachbar,Bostjan,1610612751,NJN,26.0,30,15,15,0.5,2.1,0.1,0.0,0.1,0.1,0.8,0.6,0.4,1.0,0.0,0.0,0.3,0.1,1.2,122,106,286,170,293,232,258,102,295,191,126,178,336,174,227,148,285,291,2006-07,Regular%20Season
Players,101152,Bracey Wright,Bracey,1610612750,MIN,22.0,2,0,2,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,368,381,50,381,304,245,258,175,299,1,1,1,384,210,1,1,325,177,2006-07,Regular%20Season
Players,1802,Brad Miller,Brad,1610612758,SAC,31.0,27,13,14,0.481,3.3,0.2,0.1,0.0,0.4,0.9,0.7,0.6,2.5,0.1,0.0,0.7,0.4,3.2,158,145,265,219,166,118,215,175,165,214,164,287,137,58,234,369,117,96,2006-07,Regular%20Season
Players,200750,Brandon Roy,Brandon,1610612757,POR,22.0,32,16,16,0.5,4.9,0.2,0.3,0.0,0.9,1.5,1.2,1.4,3.6,0.0,0.1,0.6,0.7,4.1,105,92,300,170,11,171,99,173,43,386,319,406,31,183,313,358,41,50,2006-07,Regular%20Season
Players,2217,Brendan Haywood,Brendan,1610612764,WAS,27.0,23,12,11,0.522,2.9,0.0,0.2,0.1,0.1,0.7,1.1,0.4,2.1,0.1,0.0,0.5,0.3,1.5,179,165,213,158,209,245,163,136,289,161,291,200,215,102,239,311,155,246,2006-07,Regular%20Season
Players,699,Brent Barry,Brent,1610612759,SAS,35.0,27,11,16,0.407,1.6,0.2,0.0,0.1,0.1,0.8,0.7,0.6,2.0,0.0,0.0,0.1,0.1,0.7,158,183,300,277,333,147,258,144,293,175,147,269,221,210,1,59,298,342,2006-07,Regular%20Season
Players,1510,Brevin Knight,Brevin,1610612766,CHA,31.0,16,6,10,0.375,4.8,0.3,0.1,0.1,0.3,1.8,1.8,1.2,3.8,0.0,0.3,0.7,0.5,2.9,235,241,202,299,17,92,203,105,219,406,394,397,27,210,400,377,83,115,2006-07,Regular%20Season
Players,2073,Brian Cardinal,Brian,1610612763,MEM,30.0,5,0,5,0.0,3.8,0.0,0.0,0.0,0.0,0.4,1.0,0.4,2.4,0.2,0.0,0.2,0.0,2.9,331,381,122,381,98,245,258,175,299,91,254,178,160,39,1,86,325,123,2006-07,Regular%20Season
Players,2567,Brian Cook,Brian,1610612747,LAL,26.0,16,5,11,0.313,3.6,0.2,0.3,0.0,0.3,1.2,0.8,0.6,1.9,0.0,0.1,0.5,0.4,2.9,235,262,213,339,120,141,71,175,219,315,166,274,261,210,357,281,109,119,2006-07,Regular%20Season
Players,2243,Brian Scalabrine,Brian,1610612738,BOS,29.0,13,7,6,0.538,2.4,0.0,0.0,0.0,0.0,0.6,0.6,0.2,1.2,0.1,0.0,0.4,0.0,0.8,254,228,143,135,264,245,258,175,299,131,134,97,319,109,1,213,325,332,2006-07,Regular%20Season
Players,1730,Brian Skinner,Brian,1610612749,MIL,31.0,21,5,16,0.238,3.2,0.2,0.2,0.0,0.5,1.2,0.8,0.9,2.3,0.1,0.0,0.6,0.1,2.0,198,262,300,364,171,104,151,175,130,332,178,370,179,89,243,356,305,208,2006-07,Regular%20Season
Players,1477,Bruce Bowen,Bruce,1610612759,SAS,36.0,38,19,19,0.5,3.1,0.0,0.0,0.0,0.0,1.2,0.8,0.7,2.6,0.0,0.0,0.4,0.3,1.4,35,53,353,170,187,244,258,174,299,319,184,319,128,199,213,235,206,269,2006-07,Regular%20Season
Players,101139,CJ Miles,CJ,1610612762,UTA,20.0,1,1,0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384,347,1,1,388,245,258,175,299,1,1,1,384,210,1,1,325,375,2006-07,Regular%20Season
Players,1916,Calvin Booth,Calvin,1610612764,WAS,31.0,4,2,2,0.5,2.5,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.0,0.5,0.0,0.5,0.0,2.9,337,317,50,170,255,245,258,175,299,163,1,1,336,6,1,281,325,128,2006-07,Regular%20Season
Players,2306,Carlos Arroyo,Carlos,1610612753,ORL,27.0,17,10,7,0.588,1.5,0.2,0.0,0.1,0.1,0.5,0.5,0.2,1.1,0.0,0.2,0.5,0.2,1.1,228,193,159,91,337,109,258,108,275,114,111,114,333,210,381,317,220,307,2006-07,Regular%20Season
Players,2430,Carlos Boozer,Carlos,1610612762,UTA,25.0,38,21,17,0.553,3.9,0.2,0.6,0.0,1.6,1.2,1.3,0.7,2.8,0.0,0.2,0.3,0.4,4.6,35,33,321,123,83,168,17,175,7,319,335,319,95,199,394,121,129,27,2006-07,Regular%20Season
Players,2568,Carlos Delfino,Carlos,1610612765,DET,24.0,22,8,14,0.364,1.7,0.1,0.0,0.1,0.3,0.4,0.4,0.5,1.7,0.0,0.1,0.4,0.1,1.4,186,219,265,309,327,216,258,129,209,84,94,264,275,157,305,193,283,273,2006-07,Regular%20Season
Players,2546,Carmelo Anthony,Carmelo,1610612743,DEN,23.0,36,20,16,0.556,3.6,0.4,0.3,0.5,1.2,1.2,1.4,0.5,3.0,0.1,0.1,0.5,0.9,4.2,58,43,300,120,113,34,61,3,14,302,355,225,62,77,364,316,18,43,2006-07,Regular%20Season
Players,2406,Caron Butler,Caron,1610612764,WAS,27.0,32,18,14,0.563,4.1,0.4,0.3,0.4,1.0,1.1,1.4,0.8,3.4,0.0,0.1,0.6,0.7,5.1,105,63,265,116,52,31,86,15,26,290,354,352,38,183,357,337,37,20,2006-07,Regular%20Season
Players,200841,Cedric Bozeman,Cedric,1610612737,ATL,24.0,3,2,1,0.667,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,356,317,17,44,361,245,258,175,299,1,147,1,363,210,1,1,325,375,2006-07,Regular%20Season
Players,200759,Cedric Simmons,Cedric,1610612740,NOK,21.0,1,1,0,1.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,384,347,1,1,391,245,3,175,299,1,1,1,384,210,1,1,10,177,2006-07,Regular%20Season
Players,101112,Channing Frye,Channing,1610612752,NYK,24.0,29,15,14,0.517,2.6,0.1,0.2,0.0,0.2,0.6,0.8,0.1,1.9,0.1,0.0,0.2,0.3,2.1,134,106,265,162,240,205,137,175,240,117,200,93,263,120,1,105,201,189,2006-07,Regular%20Season
Players,2294,Charlie Bell,Charlie,1610612749,MIL,28.0,40,15,25,0.375,3.5,0.3,0.2,0.2,0.6,1.3,1.0,0.7,2.7,0.0,0.1,0.5,0.3,1.9,23,106,407,299,130,69,176,57,106,346,253,306,109,210,357,276,208,216,2006-07,Regular%20Season
Players,101111,Charlie Villanueva,Charlie,1610612749,MIL,22.0,9,3,6,0.333,3.5,0.1,0.0,0.4,0.4,0.9,1.2,0.8,2.4,0.0,0.0,0.4,0.4,1.7,287,296,143,328,135,202,258,9,137,214,322,350,153,210,1,255,104,229,2006-07,Regular%20Season
Players,1497,Chauncey Billups,Chauncey,1610612765,DET,30.0,44,28,16,0.636,4.0,0.5,0.3,0.2,0.3,0.7,0.9,0.3,2.7,0.0,0.1,0.4,1.0,5.2,10,2,300,57,66,19,90,70,183,157,226,147,101,206,277,243,7,19,2006-07,Regular%20Season
Players,2547,Chris Bosh,Chris,1610612761,TOR,23.0,33,18,15,0.545,3.3,0.7,0.2,0.1,1.0,0.9,1.1,0.3,2.7,0.2,0.1,0.3,0.8,4.4,94,63,286,129,162,8,111,153,39,208,287,138,101,47,305,129,28,35,2006-07,Regular%20Season
Players,2768,Chris Duhon,Chris,1610612741,CHI,24.0,32,17,15,0.531,1.9,0.2,0.1,0.0,0.1,0.6,1.2,0.3,2.0,0.0,0.2,0.3,0.2,1.4,105,77,286,146,307,141,244,175,272,127,319,143,221,210,384,185,227,276,2006-07,Regular%20Season
Players,2549,Chris Kaman,Chris,1610612746,LAC,25.0,21,10,11,0.476,2.4,0.2,0.1,0.0,0.6,1.0,1.0,0.2,2.1,0.1,0.1,0.3,0.4,2.9,198,193,213,224,270,104,180,175,99,243,254,103,212,89,314,136,136,122,2006-07,Regular%20Season
Players,101108,Chris Paul,Chris,1610612740,NOK,22.0,38,22,16,0.579,4.4,0.3,0.2,0.2,0.7,0.8,1.0,0.6,2.4,0.0,0.2,0.3,1.0,4.2,35,27,300,98,31,78,171,51,65,177,278,298,156,210,394,157,8,44,2006-07,Regular%20Season
Players,200809,Chris Quinn,Chris,1610612748,MIA,23.0,4,0,4,0.0,1.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8,0.0,0.4,337,381,103,381,343,245,258,175,299,1,254,1,336,210,1,386,325,357,2006-07,Regular%20Season
Players,185,Chris Webber,Chris,1610612765,DET,34.0,20,12,8,0.6,3.8,0.2,0.3,0.1,1.2,1.2,1.2,0.5,2.3,0.1,0.0,0.2,0.3,3.1,208,165,174,78,92,131,74,123,18,317,318,217,174,86,1,76,185,111,2006-07,Regular%20Season
Players,2404,Chris Wilcox,Chris,1610612760,SEA,24.0,34,12,22,0.353,3.5,0.2,0.4,0.1,0.8,0.9,1.2,0.5,2.2,0.1,0.1,0.4,0.4,3.0,74,165,384,318,140,109,52,156,50,210,313,232,189,98,260,253,150,113,2006-07,Regular%20Season
Players,101236,Chuck Hayes,Chuck,1610612745,HOU,24.0,22,10,12,0.455,2.5,0.0,0.0,0.0,0.0,0.5,1.0,0.8,1.6,0.0,0.0,0.3,0.1,1.3,186,193,224,243,254,245,258,175,299,116,246,360,285,210,1,129,283,279,2006-07,Regular%20Season
Players,1088,Chucky Atkins,Chucky,1610612763,MEM,32.0,32,11,21,0.344,4.5,0.1,0.3,0.3,0.5,1.2,1.8,0.7,4.0,0.0,0.1,0.5,0.7,3.1,105,183,377,326,27,215,99,40,111,315,394,307,12,210,357,281,41,108,2006-07,Regular%20Season
Players,361,Clifford Robinson,Clifford,1610612751,NJN,40.0,13,6,7,0.462,2.3,0.0,0.2,0.0,0.2,0.8,0.5,1.2,2.5,0.2,0.0,0.4,0.0,1.3,254,241,159,239,273,245,174,175,260,195,112,402,151,54,1,213,325,283,2006-07,Regular%20Season
Players,1894,Corey Maggette,Corey,1610612746,LAC,27.0,34,18,16,0.529,3.1,0.1,0.1,0.2,0.4,1.2,1.1,0.5,2.5,0.0,0.1,0.3,0.9,2.8,74,63,300,147,180,199,177,46,154,306,292,224,134,210,370,168,14,137,2006-07,Regular%20Season
Players,722,Corliss Williamson,Corliss,1610612758,SAC,33.0,20,7,13,0.35,3.7,0.2,0.1,0.0,0.7,1.3,1.2,0.5,3.4,0.0,0.0,0.6,0.4,1.9,208,228,247,321,108,131,225,175,69,333,304,232,39,210,1,327,119,209,2006-07,Regular%20Season
Players,200783,Craig Smith,Craig,1610612750,MIN,23.0,20,7,13,0.35,3.1,0.0,0.5,0.1,1.0,1.4,1.3,0.6,2.0,0.1,0.0,0.7,0.2,2.4,208,228,247,321,189,245,36,123,26,360,337,266,221,151,1,366,233,163,2006-07,Regular%20Season
Players,1749,Cuttino Mobley,Cuttino,1610612746,LAC,31.0,34,18,16,0.529,2.8,0.1,0.0,0.0,0.1,1.2,1.1,0.3,2.5,0.1,0.0,0.4,0.2,1.5,74,63,300,147,223,175,258,175,275,306,286,135,148,136,218,228,248,257,2006-07,Regular%20Season
Players,2563,Dahntay Jones,Dahntay,1610612763,MEM,26.0,18,5,13,0.278,3.7,0.0,0.1,0.3,0.4,1.1,1.4,0.6,3.8,0.2,0.1,0.7,0.4,1.9,223,262,247,353,102,245,215,24,137,288,359,292,25,50,341,369,130,218,2006-07,Regular%20Season
Players,905,Dale Davis,Dale,1610612765,DET,38.0,7,6,1,0.857,3.3,0.0,0.0,0.0,0.3,0.7,1.6,0.0,2.0,0.6,0.1,0.4,0.0,2.8,306,241,17,22,163,245,258,175,196,152,382,1,221,4,365,238,325,135,2006-07,Regular%20Season
Players,2863,Damien Wilkins,Damien,1610612760,SEA,27.0,32,10,22,0.313,2.8,0.3,0.3,0.2,0.3,0.7,0.9,0.3,2.0,0.0,0.1,0.3,0.2,2.0,105,193,384,339,220,52,86,68,188,144,235,143,221,183,272,135,269,198,2006-07,Regular%20Season
Players,1800,Damon Jones,Damon,1610612739,CLE,30.0,24,13,11,0.542,1.6,0.0,0.0,0.0,0.0,0.6,0.4,0.5,1.3,0.0,0.1,0.2,0.2,1.3,173,145,213,134,331,245,258,175,299,134,95,219,306,162,296,94,253,284,2006-07,Regular%20Season
Players,757,Damon Stoudamire,Damon,1610612763,MEM,33.0,20,6,14,0.3,3.9,0.1,0.0,0.0,0.1,1.3,0.9,0.9,3.0,0.0,0.1,0.6,0.2,2.5,208,241,265,342,81,206,258,175,284,346,224,369,62,210,247,350,233,157,2006-07,Regular%20Season
Players,2424,Dan Dickau,Dan,1610612757,POR,28.0,8,6,2,0.75,0.6,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.3,0.0,0.0,0.1,0.1,0.3,296,241,50,31,379,245,258,175,219,71,1,118,383,210,1,62,289,367,2006-07,Regular%20Season
Players,2429,Dan Gadzuric,Dan,1610612749,MIL,29.0,8,3,5,0.375,1.8,0.0,0.0,0.0,0.0,1.1,0.8,0.4,2.5,0.1,0.0,0.5,0.0,0.3,296,296,122,299,316,245,258,175,299,290,166,172,138,74,1,281,325,366,2006-07,Regular%20Season
Players,101137,Daniel Ewing,Daniel,1610612746,LAC,24.0,14,7,7,0.5,1.2,0.1,0.1,0.0,0.3,0.4,0.6,0.1,0.9,0.0,0.0,0.1,0.3,1.2,246,228,159,170,355,179,180,175,196,96,120,94,353,210,1,71,194,292,2006-07,Regular%20Season
Players,200789,Daniel Gibson,Daniel,1610612739,CLE,21.0,17,6,11,0.353,2.2,0.0,0.4,0.0,0.0,0.9,0.8,0.5,1.8,0.0,0.1,0.3,0.1,1.7,228,241,213,318,287,245,59,175,299,210,197,255,268,210,352,144,294,236,2006-07,Regular%20Season
Players,101122,Danny Granger,Danny,1610612754,IND,24.0,40,17,23,0.425,3.4,0.3,0.2,0.2,0.4,0.9,1.6,0.3,2.0,0.1,0.1,0.4,0.4,2.6,23,77,392,268,142,92,140,57,156,227,384,128,221,114,247,205,154,148,2006-07,Regular%20Season
Players,2443,Darius Songaila,Darius,1610612764,WAS,29.0,17,3,14,0.176,2.7,0.2,0.1,0.0,0.2,0.8,1.1,0.7,2.2,0.0,0.0,0.8,0.4,1.4,228,296,265,369,225,109,247,175,226,171,297,326,189,210,1,394,150,274,2006-07,Regular%20Season
Players,2545,Darko Milicic,Darko,1610612753,ORL,22.0,22,10,12,0.455,2.6,0.1,0.5,0.0,0.4,1.2,0.5,0.2,1.3,0.1,0.0,0.2,0.3,1.5,186,193,224,243,246,216,23,175,168,312,115,110,315,93,1,82,174,256,2006-07,Regular%20Season
Players,353,Darrell Armstrong,Darrell,1610612754,IND,39.0,30,13,17,0.433,1.4,0.1,0.1,0.1,0.2,0.7,0.4,0.4,1.2,0.0,0.0,0.1,0.3,1.2,122,145,321,261,344,206,242,151,241,148,97,167,321,210,1,66,185,290,2006-07,Regular%20Season
Players,239,Darrick Martin,Darrick,1610612761,TOR,36.0,6,3,3,0.5,1.6,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.3,0.0,0.3,0.5,0.2,0.1,318,296,79,170,334,245,258,175,299,82,75,232,380,210,408,281,253,373,2006-07,Regular%20Season
Players,101135,David Lee,David,1610612752,NYK,24.0,26,14,12,0.538,4.0,0.2,0.3,0.0,0.6,1.4,1.8,0.4,4.1,0.1,0.1,0.5,0.3,3.0,166,125,224,135,65,114,92,175,90,372,398,191,11,75,350,281,179,112,2006-07,Regular%20Season
Players,200786,David Noel,David,1610612749,MIL,23.0,10,1,9,0.1,1.5,0.0,0.0,0.0,0.0,0.5,0.6,0.4,1.2,0.0,0.0,0.2,0.0,0.4,276,347,190,379,340,245,258,175,299,104,126,178,321,210,1,86,325,360,2006-07,Regular%20Season
Players,133,David Wesley,David,1610612739,CLE,36.0,8,6,2,0.75,2.8,0.4,0.4,0.0,0.0,0.9,1.5,0.9,2.0,0.0,0.0,0.3,0.5,2.5,296,241,50,31,224,44,54,175,299,204,367,374,221,210,1,106,83,161,2006-07,Regular%20Season
Players,2561,David West,David,1610612740,NOK,26.0,34,20,14,0.588,4.2,0.3,0.6,0.1,1.0,1.0,0.9,0.8,2.3,0.0,0.1,0.6,0.6,4.1,74,43,265,91,46,75,14,108,26,238,238,347,175,210,370,333,55,48,2006-07,Regular%20Season
Players,2205,DeSagana Diop,DeSagana,1610612742,DAL,25.0,15,12,3,0.8,1.8,0.0,0.0,0.0,0.0,0.4,0.1,0.3,0.5,0.4,0.0,0.3,0.1,1.8,241,165,79,28,317,245,258,175,299,91,59,126,370,9,1,124,315,226,2006-07,Regular%20Season
