PLAYER_ID,PLAYER_NAME,PLAYER_LAST_NAME,PLAYER_FIRST_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,JERSEY_NUMBER,POSITION,PLAYER_HEIGHT_INCHES,PLAYER_HEIGHT_CM,PLAYER_WEIGHT_LBS,PLAYER_WEIGHT_KG,COLLEGE,COUNTRY,DRAFT_YEAR,PLUS_MINUS,GP,PTS,REB,AST,G,MIN,PFD,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,BLKA,TOV,PF,CONTESTED_SHOTS,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,CHARGES_DRAWN,SCREEN_ASSISTS,OFF_BOXOUTS,DEF_BOXOUTS,BOX_OUTS
1630639,A.J. Lawson,Lawson,A.J.,1610612742,DAL,22.0,9.0,G,78,198.0,179,81.2,South Carolina,Canada,Undrafted,-3.1,0.18072289156626506,0.11178247734138973,0.11199999999999999,0.009345794392523366,0.18072289156626506,0.17647058823529413,0.044444444444444446,0.13392857142857142,0.13063063063063063,0.5,0.14285714285714285,0.14912280701754385,0.4,0.01,0.04065040650406504,0.25,0.07843137254901962,0.10416666666666667,0.03333333333333333,0.0,0.10526315789473685,0.04878048780487806,0.13999999999999999,0.05329512893982809,0.029898218829516536,0.12947658402203857,0.0825,0.0,0.012411347517730499,0.0,0.0,0.0
1631260,AJ Green,Green,AJ,1610612749,MIL,23.0,20.0,G,77,196.0,190,86.2,Northern Iowa,USA,Undrafted,-0.7,0.42168674698795183,0.13293051359516617,0.10400000000000001,0.056074766355140186,0.42168674698795183,0.24264705882352944,0.011111111111111112,0.13392857142857142,0.16216216216216217,0.424,0.2653061224489796,0.2631578947368421,0.419,0.01,0.008130081300813007,1.0,0.03921568627450981,0.11458333333333334,0.06666666666666667,0.0,0.0,0.07317073170731708,0.18,0.07392550143266476,0.03625954198473282,0.19559228650137742,0.0575,0.03409090909090909,0.024822695035460998,0.0,0.05759162303664922,0.035256410256410256
1631100,AJ Griffin,Griffin,AJ,1610612737,ATL,19.0,14.0,F,78,198.0,220,99.8,Duke,USA,2022,0.9,0.8674698795180723,0.2688821752265861,0.168,0.09345794392523366,0.8674698795180723,0.47794117647058826,0.06666666666666667,0.3035714285714286,0.33333333333333337,0.465,0.2857142857142857,0.3157894736842105,0.39,0.06,0.05691056910569105,0.894,0.09803921568627452,0.16666666666666669,0.19999999999999998,0.06666666666666667,0.15789473684210525,0.14634146341463417,0.24,0.1650429799426934,0.09033078880407124,0.4022038567493113,0.22,0.0,0.03014184397163121,0.0,0.041884816753926704,0.02564102564102564
203932,Aaron Gordon,Gordon,Aaron,1610612743,DEN,27.0,50.0,F,80,203.0,235,106.6,Arizona,USA,2014,7.6,0.8192771084337349,0.49244712990936557,0.528,0.28037383177570097,0.8192771084337349,0.7401960784313726,0.4,0.5625,0.5045045045045045,0.564,0.18367346938775508,0.21929824561403508,0.347,0.27999999999999997,0.3739837398373983,0.608,0.47058823529411764,0.4270833333333333,0.26666666666666666,0.26666666666666666,0.5263157894736842,0.34146341463414637,0.38,0.31518624641833815,0.25,0.43250688705234164,0.29,0.011363636363636364,0.15425531914893617,0.13953488372093023,0.1518324607329843,0.15064102564102563
1628988,Aaron Holiday,Holiday,Aaron,1610612737,ATL,26.0,3.0,G,72,183.0,185,83.9,UCLA,USA,2018,0.3,0.7590361445783133,0.11782477341389727,0.096,0.1308411214953271,0.7590361445783133,0.32843137254901966,0.08888888888888889,0.13392857142857142,0.15765765765765766,0.418,0.12244897959183672,0.12280701754385964,0.409,0.04,0.04065040650406504,0.844,0.07843137254901962,0.08333333333333334,0.19999999999999998,0.06666666666666667,0.15789473684210525,0.14634146341463417,0.26,0.10544412607449857,0.05979643765903307,0.24793388429752067,0.2775,0.0,0.005319148936170213,0.0,0.07329842931937174,0.04487179487179487
1630174,Aaron Nesmith,Nesmith,Aaron,1610612754,IND,23.0,23.0,G-F,77,196.0,215,97.5,Vanderbilt,USA,2020,-2.9,0.8795180722891566,0.3051359516616314,0.304,0.12149532710280375,0.8795180722891566,0.6102941176470589,0.2111111111111111,0.3125,0.36486486486486486,0.427,0.32653061224489793,0.3771929824561403,0.366,0.16,0.15447154471544713,0.838,0.15686274509803924,0.3020833333333333,0.26666666666666666,0.16666666666666666,0.3157894736842105,0.24390243902439027,0.64,0.31060171919770774,0.2143765903307888,0.5647382920110192,0.37,0.18181818181818182,0.07092198581560284,0.054263565891472874,0.2670157068062827,0.18589743589743588
1630598,Aaron Wiggins,Wiggins,Aaron,1610612760,OKC,24.0,21.0,G,77,196.0,190,86.2,Maryland,USA,2021,0.1,0.8433734939759037,0.20543806646525678,0.24,0.10280373831775702,0.8433734939759037,0.45343137254901966,0.1,0.2410714285714286,0.23423423423423426,0.512,0.14285714285714285,0.14912280701754385,0.393,0.08,0.08130081300813008,0.831,0.19607843137254904,0.20833333333333334,0.19999999999999998,0.06666666666666667,0.2631578947368421,0.19512195121951223,0.32,0.27106017191977083,0.1825699745547074,0.5123966942148761,0.3025,0.011363636363636364,0.10106382978723404,0.031007751937984496,0.18848167539267016,0.12820512820512822
1629678,Admiral Schofield,Schofield,Admiral,1610612753,ORL,26.0,25.0,F,77,196.0,241,109.3,Tennessee,United Kingdom,2019,-2.1,0.4457831325301205,0.1268882175226586,0.136,0.07476635514018692,0.4457831325301205,0.29901960784313725,0.08888888888888889,0.13392857142857142,0.14864864864864866,0.451,0.12244897959183672,0.17543859649122806,0.324,0.06,0.048780487804878044,0.913,0.11764705882352941,0.11458333333333334,0.06666666666666667,0.03333333333333333,0.10526315789473685,0.09756097560975611,0.32,0.14097421203438396,0.06552162849872774,0.3939393939393939,0.1275,0.18181818181818182,0.1773049645390071,0.08527131782945736,0.15706806282722513,0.1314102564102564
201143,Al Horford,Horford,Al,1610612738,BOS,36.0,42.0,C-F,81,206.0,240,108.9,Florida,Dominican Republic,2007,4.9,0.7590361445783133,0.2960725075528701,0.496,0.28037383177570097,0.7590361445783133,0.7475490196078431,0.05555555555555555,0.32142857142857145,0.34234234234234234,0.476,0.4693877551020407,0.45614035087719296,0.446,0.02,0.024390243902439022,0.714,0.23529411764705882,0.5208333333333334,0.16666666666666666,0.3333333333333333,0.052631578947368425,0.14634146341463417,0.38,0.5787965616045845,0.410941475826972,1.0,0.2975,0.0,0.3297872340425532,0.18604651162790697,0.6073298429319371,0.4487179487179487
202692,Alec Burks,Burks,Alec,1610612765,DET,31.0,5.0,G,78,198.0,214,97.1,Colorado,USA,2011,-0.1,0.6144578313253012,0.3867069486404834,0.248,0.20560747663551404,0.6144578313253012,0.5392156862745099,0.30000000000000004,0.34821428571428575,0.40540540540540543,0.436,0.38775510204081626,0.41228070175438597,0.414,0.3,0.30081300813008127,0.814,0.07843137254901962,0.28125000000000006,0.2333333333333333,0.06666666666666667,0.15789473684210525,0.26829268292682934,0.38,0.17191977077363899,0.0871501272264631,0.4490358126721763,0.3,0.06818181818181818,0.031914893617021274,0.0,0.08376963350785341,0.05128205128205128
1630197,Aleksej Pokusevski,Pokusevski,Aleksej,1610612760,OKC,21.0,17.0,F,84,213.0,210,95.3,None,Serbia,2020,-5.8,0.40963855421686746,0.24471299093655588,0.376,0.17757009345794392,0.40963855421686746,0.5049019607843138,0.1,0.28571428571428575,0.32882882882882886,0.434,0.22448979591836735,0.2719298245614035,0.365,0.06,0.08130081300813008,0.629,0.25490196078431376,0.3541666666666667,0.19999999999999998,0.43333333333333335,0.10526315789473685,0.3170731707317074,0.33999999999999997,0.4011461318051576,0.3536895674300254,0.39669421487603307,0.295,0.0,0.2340425531914894,0.0,0.3403141361256545,0.20833333333333334
1627936,Alex Caruso,Caruso,Alex,1610612741,CHI,29.0,6.0,G,77,196.0,186,84.4,Texas A&M,USA,Undrafted,3.0,0.8072289156626506,0.16918429003021146,0.23199999999999998,0.2710280373831776,0.8072289156626506,0.5759803921568628,0.17777777777777778,0.16964285714285715,0.19369369369369369,0.455,0.16326530612244897,0.20175438596491227,0.364,0.09,0.08943089430894309,0.808,0.11764705882352941,0.23958333333333331,0.5,0.2333333333333333,0.10526315789473685,0.26829268292682934,0.48,0.30257879656160463,0.15458015267175573,0.7851239669421488,0.8425,0.23863636363636362,0.14893617021276595,0.0,0.16230366492146597,0.09935897435897435
203458,Alex Len,Len,Alex,1610612758,SAC,29.0,25.0,C,86,218.0,250,113.4,Maryland,Ukraine,2013,0.7,0.3132530120481928,0.051359516616314195,0.184,0.04672897196261683,0.3132530120481928,0.1519607843137255,0.044444444444444446,0.053571428571428575,0.05405405405405406,0.533,0.0,0.008771929824561403,0.0,0.04,0.048780487804878044,0.688,0.17647058823529413,0.14583333333333334,0.06666666666666667,0.13333333333333333,0.0,0.14634146341463417,0.22000000000000003,0.15873925501432665,0.14694656488549618,0.12672176308539945,0.135,0.0,0.25177304964539005,0.06201550387596899,0.12041884816753928,0.09935897435897435
1628993,Alize Johnson,,,1610612759,SAS,27.0,,,80,203.0,212,96.2,Missouri State,USA,2018,3.0,0.04819277108433735,0.054380664652567974,0.2,0.028037383177570093,0.04819277108433735,0.18137254901960786,0.1111111111111111,0.07142857142857144,0.06756756756756757,0.5,0.0,0.043859649122807015,0.0,0.03,0.04065040650406504,0.5,0.09803921568627452,0.20833333333333334,0.09999999999999999,0.0,0.0,0.24390243902439027,0.16,0.05730659025787966,0.047709923664122134,0.06887052341597796,0.125,0.0,0.08865248226950355,0.0,0.13089005235602094,0.08012820512820512
1631214,Alondes Williams,Williams,Alondes,1610612751,BKN,23.0,31.0,G,76,193.0,210,95.3,Wake Forest,USA,Undrafted,-5.0,0.012048192771084338,0.0,0.08,0.0,0.012048192771084338,0.12990196078431374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10416666666666667,0.0,0.0,0.0,0.48780487804878053,0.2,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
